stage_variant,source_model_tag,eval_scope,src_char,tgt_char,raw_count,new_count,delta_count
p1_substitution_inference_only,m04_substitution,focus_pilot_105,丰,翔,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,云,淮,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,信,泉,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,兴,皖,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,号,货,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,周,皖,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,垛,5,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,城,淮,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,埠,5,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,富,亳,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,富,海,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,富,诸,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,嵊,钱,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,州,暨,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,州,江,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,平,富,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,庄,兴,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,日,阳,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,昌,祥,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,明,鸣,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,机,瑞,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,杭,泰,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,杭,诸,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,枣,绍,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,柯,诸,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,桥,暨,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,正,五,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,江,兴,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,江,庐,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,河,顺,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,泓,盐,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,泰,杭,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,泽,庄,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,浙,皖,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,海,润,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,润,河,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,港,5,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,港,洋,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,港,货,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,湖,阳,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,皖,1,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,盛,瑞,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,祥,淮,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,翔,货,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,耀,润,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,航,发,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,舵,航,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,菏,浙,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,蚌,1,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,豫,临,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,豫,苏,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,货,1,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,货,艇,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,通,鼎,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,郎,朗,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,金,皖,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,钱,绍,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,锡,佳,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,阳,州,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,阳,暨,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,阳,盐,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,集,联,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,顺,永,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,鲁,浙,1,1,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,0,3,2,2,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,2,1,2,2,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,2,3,2,2,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,2,9,2,2,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,3,5,2,2,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,3,6,2,2,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,5,6,2,2,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,8,7,2,2,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,8,9,2,2,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,9,3,2,2,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,9,6,2,2,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,H,T,2,2,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,台,金,2,2,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,杭,姚,2,2,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,盛,胜,2,2,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,腾,鹏,2,2,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,0,8,3,3,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,3,8,3,3,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,6,0,3,3,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,9,5,3,3,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,1,8,4,4,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,5,8,5,5,0
p1_substitution_inference_only,m04_substitution,focus_pilot_105,0,5,0,1,1
p1_substitution_inference_only,m04_substitution,focus_pilot_105,7,5,0,1,1
p1_substitution_inference_only,m04_substitution,focus_pilot_105,6,3,1,2,1
p1_substitution_inference_only,m04_substitution,focus_pilot_105,8,1,1,2,1
p1_substitution_inference_only,m04_substitution,focus_pilot_105,0,9,2,3,1
p1_substitution_inference_only,m04_substitution,focus_pilot_105,1,0,3,4,1
p1_substitution_inference_only,m04_substitution,focus_pilot_105,7,1,3,4,1
p1_substitution_inference_only,m04_substitution,focus_pilot_105,0,1,4,5,1
p2a_joint_train,m06_joint_train,full_unified_6884,9,8,40,30,-10
p2a_joint_train,m06_joint_train,full_unified_6884,1,8,22,17,-5
p2a_joint_train,m06_joint_train,full_unified_6884,8,6,51,46,-5
p2a_joint_train,m06_joint_train,full_unified_6884,2,0,12,8,-4
p2a_joint_train,m06_joint_train,full_unified_6884,1,6,17,14,-3
p2a_joint_train,m06_joint_train,full_unified_6884,7,1,12,10,-2
p2a_joint_train,m06_joint_train,full_unified_6884,5,6,24,22,-2
p2a_joint_train,m06_joint_train,full_unified_6884,6,8,54,52,-2
p2a_joint_train,m06_joint_train,full_unified_6884,Y,H,12,12,0
p2a_joint_train,m06_joint_train,full_unified_6884,8,3,13,13,0
p2a_joint_train,m06_joint_train,full_unified_6884,I,G,13,13,0
p2a_joint_train,m06_joint_train,full_unified_6884,8,1,16,16,0
p2a_joint_train,m06_joint_train,full_unified_6884,3,8,18,18,0
p2a_joint_train,m06_joint_train,full_unified_6884,5,8,20,20,0
p2a_joint_train,m06_joint_train,full_unified_6884,0,8,21,21,0
p2a_joint_train,m06_joint_train,full_unified_6884,0,9,21,21,0
p2a_joint_train,m06_joint_train,full_unified_6884,6,0,15,16,1
p2a_joint_train,m06_joint_train,full_unified_6884,0,6,17,18,1
p2a_joint_train,m06_joint_train,full_unified_6884,U,N,12,14,2
p2a_joint_train,m06_joint_train,full_unified_6884,0,1,21,23,2
p2a_joint_train,m06_joint_train,full_unified_6884,A,U,12,15,3
p2a_joint_train,m06_joint_train,full_unified_6884,9,6,12,16,4
p2a_joint_train,m06_joint_train,full_unified_6884,1,0,21,25,4
p2a_joint_train,m06_joint_train,full_unified_6884,8,9,25,32,7
p2a_joint_train,m06_joint_train,full_unified_6884,9,0,16,24,8
p2a_sub_train,m06_sub_train,full_unified_6884,9,8,40,25,-15
p2a_sub_train,m06_sub_train,full_unified_6884,1,6,17,10,-7
p2a_sub_train,m06_sub_train,full_unified_6884,6,8,54,47,-7
p2a_sub_train,m06_sub_train,full_unified_6884,5,6,24,18,-6
p2a_sub_train,m06_sub_train,full_unified_6884,8,3,13,8,-5
p2a_sub_train,m06_sub_train,full_unified_6884,Y,H,12,8,-4
p2a_sub_train,m06_sub_train,full_unified_6884,2,0,12,10,-2
p2a_sub_train,m06_sub_train,full_unified_6884,8,1,16,14,-2
p2a_sub_train,m06_sub_train,full_unified_6884,7,1,12,11,-1
p2a_sub_train,m06_sub_train,full_unified_6884,0,8,21,20,-1
p2a_sub_train,m06_sub_train,full_unified_6884,1,8,22,21,-1
p2a_sub_train,m06_sub_train,full_unified_6884,U,N,12,12,0
p2a_sub_train,m06_sub_train,full_unified_6884,0,6,17,17,0
p2a_sub_train,m06_sub_train,full_unified_6884,1,0,21,21,0
p2a_sub_train,m06_sub_train,full_unified_6884,8,6,51,51,0
p2a_sub_train,m06_sub_train,full_unified_6884,A,U,12,13,1
p2a_sub_train,m06_sub_train,full_unified_6884,I,G,13,14,1
p2a_sub_train,m06_sub_train,full_unified_6884,3,8,18,20,2
p2a_sub_train,m06_sub_train,full_unified_6884,5,8,20,22,2
p2a_sub_train,m06_sub_train,full_unified_6884,0,9,21,24,3
p2a_sub_train,m06_sub_train,full_unified_6884,6,0,15,19,4
p2a_sub_train,m06_sub_train,full_unified_6884,9,6,12,18,6
p2a_sub_train,m06_sub_train,full_unified_6884,8,9,25,31,6
p2a_sub_train,m06_sub_train,full_unified_6884,0,1,21,28,7
p2a_sub_train,m06_sub_train,full_unified_6884,9,0,16,28,12
p2a_joint_train,m06_joint_train,pilot_focus_105,9,3,2,0,-2
p2a_joint_train,m06_joint_train,pilot_focus_105,0,8,3,1,-2
p2a_joint_train,m06_joint_train,pilot_focus_105,1,8,4,2,-2
p2a_joint_train,m06_joint_train,pilot_focus_105,5,8,5,3,-2
p2a_joint_train,m06_joint_train,pilot_focus_105,8,7,2,1,-1
p2a_joint_train,m06_joint_train,pilot_focus_105,腾,鹏,2,1,-1
p2a_joint_train,m06_joint_train,pilot_focus_105,8,3,3,2,-1
p2a_joint_train,m06_joint_train,pilot_focus_105,9,5,3,2,-1
p2a_joint_train,m06_joint_train,pilot_focus_105,8,6,10,9,-1
p2a_joint_train,m06_joint_train,pilot_focus_105,0,9,2,2,0
p2a_joint_train,m06_joint_train,pilot_focus_105,2,9,2,2,0
p2a_joint_train,m06_joint_train,pilot_focus_105,3,5,2,2,0
p2a_joint_train,m06_joint_train,pilot_focus_105,3,6,2,2,0
p2a_joint_train,m06_joint_train,pilot_focus_105,8,9,2,2,0
p2a_joint_train,m06_joint_train,pilot_focus_105,H,T,2,2,0
p2a_joint_train,m06_joint_train,pilot_focus_105,台,金,2,2,0
p2a_joint_train,m06_joint_train,pilot_focus_105,杭,姚,2,2,0
p2a_joint_train,m06_joint_train,pilot_focus_105,盛,胜,2,2,0
p2a_joint_train,m06_joint_train,pilot_focus_105,1,7,3,3,0
p2a_joint_train,m06_joint_train,pilot_focus_105,3,8,3,3,0
p2a_joint_train,m06_joint_train,pilot_focus_105,6,8,3,3,0
p2a_joint_train,m06_joint_train,pilot_focus_105,7,1,3,3,0
p2a_joint_train,m06_joint_train,pilot_focus_105,6,0,3,4,1
p2a_joint_train,m06_joint_train,pilot_focus_105,0,1,4,5,1
p2a_joint_train,m06_joint_train,pilot_focus_105,1,0,3,6,3
p2a_sub_train,m06_sub_train,pilot_focus_105,0,8,3,0,-3
p2a_sub_train,m06_sub_train,pilot_focus_105,8,3,3,1,-2
p2a_sub_train,m06_sub_train,pilot_focus_105,1,8,4,2,-2
p2a_sub_train,m06_sub_train,pilot_focus_105,9,3,2,1,-1
p2a_sub_train,m06_sub_train,pilot_focus_105,9,5,3,2,-1
p2a_sub_train,m06_sub_train,pilot_focus_105,5,8,5,4,-1
p2a_sub_train,m06_sub_train,pilot_focus_105,8,6,10,9,-1
p2a_sub_train,m06_sub_train,pilot_focus_105,0,9,2,2,0
p2a_sub_train,m06_sub_train,pilot_focus_105,2,9,2,2,0
p2a_sub_train,m06_sub_train,pilot_focus_105,3,5,2,2,0
p2a_sub_train,m06_sub_train,pilot_focus_105,3,6,2,2,0
p2a_sub_train,m06_sub_train,pilot_focus_105,8,7,2,2,0
p2a_sub_train,m06_sub_train,pilot_focus_105,8,9,2,2,0
p2a_sub_train,m06_sub_train,pilot_focus_105,H,T,2,2,0
p2a_sub_train,m06_sub_train,pilot_focus_105,台,金,2,2,0
p2a_sub_train,m06_sub_train,pilot_focus_105,杭,姚,2,2,0
p2a_sub_train,m06_sub_train,pilot_focus_105,盛,胜,2,2,0
p2a_sub_train,m06_sub_train,pilot_focus_105,腾,鹏,2,2,0
p2a_sub_train,m06_sub_train,pilot_focus_105,1,7,3,3,0
p2a_sub_train,m06_sub_train,pilot_focus_105,3,8,3,3,0
p2a_sub_train,m06_sub_train,pilot_focus_105,6,8,3,3,0
p2a_sub_train,m06_sub_train,pilot_focus_105,7,1,3,3,0
p2a_sub_train,m06_sub_train,pilot_focus_105,6,0,3,4,1
p2a_sub_train,m06_sub_train,pilot_focus_105,1,0,3,5,2
p2a_sub_train,m06_sub_train,pilot_focus_105,0,1,4,7,3
